,MPJPE VIBE,MPJPE MP
Hombro_D,0.44591802,0.5600509
Hombro_I,0.36146086,0.29906312
Codo_D,0.49068192,0.8137488
Codo_I,0.36434835,0.51046926
Muñeca_D,0.45649463,0.7177263
Muñeca_I,0.41849625,0.31194568
Cadera_D,0.32862815,0.32862815
Cadera_I,0.29157892,0.2864533
Rodilla_D,0.38313365,0.6428905
Rodilla_I,0.3319806,0.3581916
Tobillo_D,0.33218262,0.33352128
Tobillo_I,0.32265678,0.3834235
Cuello,0.44376397,0.44709137
Cabeza,0.5228467,0.4590989
