,MPJPE VIBE,MPJPE MP
Hombro_D,1.4621259,1.5198671
Hombro_I,1.453812,1.6322029
Codo_D,1.4860963,1.5894774
Codo_I,1.4599413,1.6850313
Muñeca_D,1.5191584,1.6649001
Muñeca_I,1.4717633,1.7466463
Cadera_D,1.4788854,1.5183861
Cadera_I,1.4934384,1.4933234
Rodilla_D,1.5217152,1.5763092
Rodilla_I,1.5461227,1.7337626
Tobillo_D,1.589096,1.6623137
Tobillo_I,1.5635741,1.7716573
Cuello,1.4582555,1.592231
Cabeza,1.4498053,1.5909572
