,MPJPE VIBE,MPJPE MP
Hombro_D,0.063904695,0.3160802
Hombro_I,0.13300131,0.34006226
Codo_D,0.0619048,0.3427384
Codo_I,0.112124234,0.37367892
Muñeca_D,0.07920506,0.3210683
Muñeca_I,0.121257424,0.34013325
Cadera_D,0.0,0.0
Cadera_I,0.039544236,0.040471207
Rodilla_D,0.092279606,0.22985706
Rodilla_I,0.048781756,0.21557613
Tobillo_D,0.14250039,0.3214291
Tobillo_I,0.114480846,0.33541894
Cuello,0.11754621,0.26891616
Cabeza,0.22523887,0.30389687
