,MPJPE VIBE,MPJPE MP
Hombro_D,0.11734412,0.4073833
Hombro_I,0.12877518,0.30309814
Codo_D,0.20699668,0.5843138
Codo_I,0.2200126,0.45010054
Muñeca_D,0.29966483,0.6214057
Muñeca_I,0.25971317,0.4899997
Cadera_D,0.0,0.0
Cadera_I,0.053025838,0.06661083
Rodilla_D,0.06386132,0.20806967
Rodilla_I,0.12279357,0.2618562
Tobillo_D,0.159345,0.254102
Tobillo_I,0.18810728,0.4287089
Cuello,0.086722106,0.17960167
Cabeza,0.17392705,0.25218624
