,MPJPE VIBE,MPJPE MP
Hombro_D,0.09843324,0.3702284
Hombro_I,0.088260375,0.30129945
Codo_D,0.11463417,0.47745687
Codo_I,0.1178353,0.41331398
Muñeca_D,0.1744084,0.60414034
Muñeca_I,0.200567,0.56145877
Cadera_D,0.0,0.0
Cadera_I,0.03553013,0.08027681
Rodilla_D,0.10057121,0.27348304
Rodilla_I,0.105274074,0.253715
Tobillo_D,0.1747055,0.40229994
Tobillo_I,0.17644186,0.39665774
Cuello,0.101088405,0.19143014
Cabeza,0.17628922,0.24094817
