,MPJPE VIBE,MPJPE MP
Hombro_D,9.20283,9.170277
Hombro_I,9.149709,9.201517
Codo_D,9.211289,9.160631
Codo_I,9.1230755,9.197436
Muñeca_D,9.231861,9.208824
Muñeca_I,9.144464,9.271501
Cadera_D,9.1341915,9.1341915
Cadera_I,9.116616,9.111272
Rodilla_D,9.193692,9.187654
Rodilla_I,9.166376,9.196588
Tobillo_D,9.17134,9.178663
Tobillo_I,9.133614,9.125779
Cuello,9.182854,9.18935
Cabeza,9.2035675,9.217614
