,MPJPE VIBE,MPJPE MP
Hombro_D,0.107181855,0.35611102
Hombro_I,0.12607671,0.32571816
Codo_D,0.19957791,0.57776904
Codo_I,0.1824939,0.48918837
Muñeca_D,0.26796654,0.61596966
Muñeca_I,0.21639712,0.51574296
Cadera_D,0.0,0.0
Cadera_I,0.051509537,0.07057826
Rodilla_D,0.14151984,0.40850735
Rodilla_I,0.17573161,0.45601553
Tobillo_D,0.263441,0.49257427
Tobillo_I,0.19346102,0.5527949
Cuello,0.11058531,0.19417739
Cabeza,0.20572335,0.24474776
