,MPJPE VIBE,MPJPE MP
Hombro_D,0.8458477,0.97772974
Hombro_I,0.7889681,0.77626705
Codo_D,0.8420599,1.0557296
Codo_I,0.76353776,0.815262
Muñeca_D,0.84418255,1.072249
Muñeca_I,0.8082719,0.8184941
Cadera_D,0.86241853,0.86241853
Cadera_I,0.85303295,0.8670268
Rodilla_D,0.8879165,1.0043552
Rodilla_I,0.86303407,0.8260004
Tobillo_D,0.89174306,1.0205724
Tobillo_I,0.8726631,0.8862779
Cuello,0.82096785,0.80724674
Cabeza,0.8225275,0.8168844
