,MPJPE VIBE,MPJPE MP
Hombro_D,0.10189819,0.354335
Hombro_I,0.16386524,0.30653715
Codo_D,0.10251038,0.43445012
Codo_I,0.16384172,0.37994808
Muñeca_D,0.14568816,0.4737716
Muñeca_I,0.19380951,0.4037384
Cadera_D,0.0,0.0
Cadera_I,0.06695136,0.08500829
Rodilla_D,0.09800657,0.2762257
Rodilla_I,0.13369386,0.23748323
Tobillo_D,0.16953953,0.36535633
Tobillo_I,0.19067389,0.39186284
Cuello,0.12198144,0.21354616
Cabeza,0.22776802,0.275133
