,MPJPE VIBE,MPJPE MP
Hombro_D,0.21915956,0.37858826
Hombro_I,0.2902588,0.2996164
Codo_D,0.30401868,0.4959218
Codo_I,0.4248513,0.47249922
Muñeca_D,0.46358445,0.65511954
Muñeca_I,0.64998084,0.6270545
Cadera_D,0.0,0.0
Cadera_I,0.14729242,0.08224493
Rodilla_D,0.17942767,0.27901435
Rodilla_I,0.24299516,0.24150746
Tobillo_D,0.34505188,0.37702987
Tobillo_I,0.34475875,0.41552964
Cuello,0.20017353,0.21877876
Cabeza,0.36766797,0.27361652
