,MPJPE VIBE,MPJPE MP
Hombro_D,5.555516,5.4216685
Hombro_I,5.535329,5.5823555
Codo_D,5.5819335,5.4460406
Codo_I,5.5328054,5.5866933
Muñeca_D,5.5919175,5.4617143
Muñeca_I,5.5357914,5.6026974
Cadera_D,5.5704556,5.533709
Cadera_I,5.56907,5.5255394
Rodilla_D,5.591647,5.5093703
Rodilla_I,5.575981,5.6155424
Tobillo_D,5.6388335,5.562894
Tobillo_I,5.612575,5.6385655
Cuello,5.5420303,5.5054655
Cabeza,5.5326533,5.4810457
