,MPJPE VIBE,MPJPE MP
Hombro_D,0.13697152,0.43307865
Hombro_I,0.10280931,0.29250222
Codo_D,0.14097673,0.5645977
Codo_I,0.1144464,0.4504353
Muñeca_D,0.16437906,0.50529253
Muñeca_I,0.12779191,0.41904274
Cadera_D,0.0,0.0
Cadera_I,0.032385256,0.09789913
Rodilla_D,0.09705676,0.326429
Rodilla_I,0.12860985,0.25052276
Tobillo_D,0.16231997,0.37294927
Tobillo_I,0.16470456,0.41927776
Cuello,0.14591739,0.26944098
Cabeza,0.23766536,0.3210305
