,MPJPE VIBE,MPJPE MP
Hombro_D,2.1284025,2.304862
Hombro_I,2.1008487,1.9691186
Codo_D,2.1229808,2.4133604
Codo_I,2.0996292,1.9067525
Muñeca_D,2.0735571,2.413224
Muñeca_I,2.1487012,1.9332225
Cadera_D,2.155177,2.155177
Cadera_I,2.1632762,2.1854155
Rodilla_D,2.2053244,2.379879
Rodilla_I,2.2053928,2.0678382
Tobillo_D,2.2111502,2.360198
Tobillo_I,2.217402,2.1497536
Cuello,2.11766,2.0761125
Cabeza,2.0699468,2.0858972
