,MPJPE VIBE,MPJPE MP
Hombro_D,2.6049778,2.5423722
Hombro_I,2.6334574,2.5928135
Codo_D,2.6045911,2.589396
Codo_I,2.6429508,2.624884
Muñeca_D,2.6149042,2.6410518
Muñeca_I,2.6576946,2.667149
Cadera_D,2.624948,2.624948
Cadera_I,2.6302655,2.6205876
Rodilla_D,2.613834,2.64984
Rodilla_I,2.6493833,2.7294292
Tobillo_D,2.6236467,2.7339573
Tobillo_I,2.6686983,2.7900422
Cuello,2.6285498,2.5274234
Cabeza,2.611429,2.5000188
