,MPJPE VIBE,MPJPE MP
Hombro_D,0.14181328,0.3263356
Hombro_I,0.19486701,0.3490926
Codo_D,0.19992463,0.5142889
Codo_I,0.26076433,0.5349875
Muñeca_D,0.30734304,0.58143777
Muñeca_I,0.35448644,0.6841653
Cadera_D,0.0,0.0
Cadera_I,0.075753376,0.10354338
Rodilla_D,0.19402704,0.22390634
Rodilla_I,0.19221549,0.33157828
Tobillo_D,0.2882781,0.35977632
Tobillo_I,0.25728098,0.4532018
Cuello,0.155834,0.1965531
Cabeza,0.24656357,0.266427
