,MPJPE VIBE,MPJPE MP
Hombro_D,0.14425041,0.40964058
Hombro_I,0.12493607,0.31600332
Codo_D,0.16496858,0.53605396
Codo_I,0.12771364,0.46389282
Muñeca_D,0.24439529,0.4951088
Muñeca_I,0.16531828,0.40583488
Cadera_D,0.0,0.0
Cadera_I,0.052113615,0.07090884
Rodilla_D,0.07707469,0.19947548
Rodilla_I,0.099720635,0.25097644
Tobillo_D,0.15776992,0.25275615
Tobillo_I,0.17847243,0.39693493
Cuello,0.14849317,0.19984196
Cabeza,0.20309627,0.27043173
