,MPJPE VIBE,MPJPE MP
Hombro_D,0.16720405,0.43929842
Hombro_I,0.22430056,0.27554125
Codo_D,0.18372573,0.5464793
Codo_I,0.26373252,0.39393145
Muñeca_D,0.28997326,0.591236
Muñeca_I,0.31411338,0.37619796
Cadera_D,0.0,0.0
Cadera_I,0.069772,0.08331544
Rodilla_D,0.12301117,0.26457518
Rodilla_I,0.13015631,0.21701029
Tobillo_D,0.15291087,0.33191624
Tobillo_I,0.17164452,0.33247933
Cuello,0.19107103,0.21644661
Cabeza,0.24134977,0.2838392
