,MPJPE VIBE,MPJPE MP
Hombro_D,0.105445094,0.39028296
Hombro_I,0.1292844,0.41081268
Codo_D,0.13005309,0.52906996
Codo_I,0.15922919,0.51064116
Muñeca_D,0.21802694,0.61342967
Muñeca_I,0.24764965,0.569492
Cadera_D,0.0,0.0
Cadera_I,0.047061756,0.09875515
Rodilla_D,0.14395641,0.36059266
Rodilla_I,0.13651554,0.36578512
Tobillo_D,0.22543755,0.47622392
Tobillo_I,0.1929699,0.4868073
Cuello,0.118935645,0.2941154
Cabeza,0.17368339,0.31502748
