,MPJPE VIBE,MPJPE MP
Hombro_D,0.120469384,0.33477768
Hombro_I,0.12163002,0.32540804
Codo_D,0.11709716,0.42047715
Codo_I,0.15244861,0.38881233
Muñeca_D,0.14703624,0.42728704
Muñeca_I,0.1962122,0.41516587
Cadera_D,0.0,0.0
Cadera_I,0.05628456,0.09478237
Rodilla_D,0.12202334,0.23755038
Rodilla_I,0.114951655,0.27101213
Tobillo_D,0.18213129,0.34832242
Tobillo_I,0.18281698,0.38745072
Cuello,0.1151349,0.22891362
Cabeza,0.21435888,0.2626672
