,MPJPE VIBE,MPJPE MP
Hombro_D,0.12790093,0.34210697
Hombro_I,0.14667429,0.3833464
Codo_D,0.14571077,0.51108605
Codo_I,0.19237658,0.5864344
Muñeca_D,0.18385303,0.45651713
Muñeca_I,0.19350389,0.54630345
Cadera_D,0.0,0.0
Cadera_I,0.030202644,0.071848765
Rodilla_D,0.09184577,0.3189705
Rodilla_I,0.11710507,0.18575002
Tobillo_D,0.10779335,0.34594268
Tobillo_I,0.15452369,0.2537488
Cuello,0.15360107,0.21365738
Cabeza,0.22502479,0.25361273
