,MPJPE VIBE,MPJPE MP
Hombro_D,0.65743333,0.6610155
Hombro_I,0.5791816,0.63272935
Codo_D,0.72244865,0.83927506
Codo_I,0.5870726,0.69766814
Muñeca_D,0.7975317,0.8665671
Muñeca_I,0.60215163,0.7821029
Cadera_D,0.63642573,0.63642573
Cadera_I,0.61193836,0.60025287
Rodilla_D,0.6326691,0.648295
Rodilla_I,0.59522164,0.68492275
Tobillo_D,0.640998,0.7229144
Tobillo_I,0.62170845,0.7860428
Cuello,0.6271902,0.6135005
Cabeza,0.6812168,0.6049455
