,MPJPE VIBE,MPJPE MP
Hombro_D,0.11412966,0.42123067
Hombro_I,0.16779675,0.3044618
Codo_D,0.15066878,0.5095487
Codo_I,0.20177142,0.44934496
Muñeca_D,0.21740134,0.5793145
Muñeca_I,0.22154988,0.45102835
Cadera_D,0.0,0.0
Cadera_I,0.07220687,0.098126784
Rodilla_D,0.12501884,0.3572742
Rodilla_I,0.16147375,0.26109576
Tobillo_D,0.15518627,0.4020178
Tobillo_I,0.1902258,0.40007567
Cuello,0.12974182,0.2319741
Cabeza,0.18696164,0.29658437
