,MPJPE VIBE,MPJPE MP
Hombro_D,2.7855172,2.8064208
Hombro_I,2.7289727,2.7823231
Codo_D,2.830559,2.8439922
Codo_I,2.738852,2.786043
Muñeca_D,2.8228557,2.8872116
Muñeca_I,2.7357144,2.8117442
Cadera_D,2.7777433,2.7777433
Cadera_I,2.7585795,2.784843
Rodilla_D,2.7826889,2.797779
Rodilla_I,2.747819,2.8158422
Tobillo_D,2.8733869,2.791463
Tobillo_I,2.835374,2.831878
Cuello,2.7447214,2.7811487
Cabeza,2.704608,2.7838647
