,MPJPE VIBE,MPJPE MP
Hombro_D,0.16485552,0.43025705
Hombro_I,0.19962838,0.23669033
Codo_D,0.22368415,0.7036569
Codo_I,0.24288046,0.4447986
Muñeca_D,0.22865559,0.63931525
Muñeca_I,0.32603887,0.3087089
Cadera_D,0.0,0.0
Cadera_I,0.06774191,0.13822676
Rodilla_D,0.21458982,0.59507495
Rodilla_I,0.33757582,0.33457807
Tobillo_D,0.2037609,0.25197932
Tobillo_I,0.35027587,0.41600305
Cuello,0.18141386,0.24227917
Cabeza,0.27444863,0.28808197
