,MPJPE VIBE,MPJPE MP
Hombro_D,1.124686,1.1859337
Hombro_I,1.1789325,1.1910995
Codo_D,1.1480408,1.3133308
Codo_I,1.2022355,1.1953635
Muñeca_D,1.1569939,1.3461643
Muñeca_I,1.2156589,1.2610083
Cadera_D,1.127488,1.1266676
Cadera_I,1.1427237,1.1524557
Rodilla_D,1.161855,1.2574904
Rodilla_I,1.1750197,1.1436453
Tobillo_D,1.1076095,1.3405457
Tobillo_I,1.154007,1.2496705
Cuello,1.1492791,1.1633785
Cabeza,1.2170423,1.1922307
