,MPJPE VIBE,MPJPE MP
Hombro_D,4.602031,4.6295834
Hombro_I,4.5579143,4.4581146
Codo_D,4.6532574,4.739018
Codo_I,4.6040354,4.4439664
Muñeca_D,4.7129235,4.804899
Muñeca_I,4.682745,4.4949784
Cadera_D,4.613369,4.6129375
Cadera_I,4.605416,4.6458273
Rodilla_D,4.615148,4.6815467
Rodilla_I,4.6241827,4.536395
Tobillo_D,4.6320634,4.819067
Tobillo_I,4.6822295,4.670924
Cuello,4.5800943,4.463383
Cabeza,4.626148,4.4770155
