,MPJPE VIBE,MPJPE MP
Hombro_D,1.0518366,1.3205394
Hombro_I,1.0583787,0.8666899
Codo_D,1.042478,1.3524894
Codo_I,1.0832865,0.88644964
Muñeca_D,1.0380951,1.2822752
Muñeca_I,1.087638,0.9269793
Cadera_D,1.0823988,1.0823988
Cadera_I,1.0774996,1.1013988
Rodilla_D,1.030827,1.2114297
Rodilla_I,1.0542618,0.923916
Tobillo_D,1.0274827,1.2214946
Tobillo_I,1.023507,0.91593194
Cuello,1.0539365,1.0900992
Cabeza,1.0511612,1.1164277
