,MPJPE VIBE,MPJPE MP
Hombro_D,0.08452694,0.3970639
Hombro_I,0.11359858,0.39757746
Codo_D,0.19085069,0.59610176
Codo_I,0.16042164,0.6260755
Muñeca_D,0.2429153,0.6314002
Muñeca_I,0.18026729,0.738098
Cadera_D,0.0,0.0
Cadera_I,0.042589046,0.074649096
Rodilla_D,0.12026314,0.4032133
Rodilla_I,0.14307234,0.4578117
Tobillo_D,0.22179955,0.5064361
Tobillo_I,0.16974568,0.6207319
Cuello,0.088957675,0.25426146
Cabeza,0.18468167,0.3077105
