,MPJPE VIBE,MPJPE MP
Hombro_D,2.534704,2.5531948
Hombro_I,2.5112944,2.5591803
Codo_D,2.5601664,2.604718
Codo_I,2.518957,2.5618753
Muñeca_D,2.5844424,2.7039347
Muñeca_I,2.558167,2.5957565
Cadera_D,2.5471814,2.5471814
Cadera_I,2.5370736,2.5564573
Rodilla_D,2.608456,2.5968616
Rodilla_I,2.5902638,2.6046069
Tobillo_D,2.6336372,2.6483378
Tobillo_I,2.6119509,2.6892097
Cuello,2.519518,2.5302348
Cabeza,2.5532098,2.5584097
