sequence_id,frame,model,tau,pck_percent,valid_keypoints
courtyard_backpack_00,197,mp,0.3,64.285714,14
courtyard_backpack_00,197,mp,0.4,64.285714,14
courtyard_backpack_00,197,mp,0.5,85.714286,14
courtyard_backpack_00,197,mp,0.6,92.857143,14
courtyard_backpack_00,197,mp,0.8,100.0,14
courtyard_backpack_00,197,mp,1.0,100.0,14
courtyard_backpack_00,198,mp,0.1,14.285714,14
courtyard_backpack_00,198,mp,0.2,28.571429,14
courtyard_backpack_00,198,mp,0.3,64.285714,14
courtyard_backpack_00,198,mp,0.4,64.285714,14
courtyard_backpack_00,198,mp,0.5,85.714286,14
courtyard_backpack_00,198,mp,0.6,92.857143,14
courtyard_backpack_00,198,mp,0.8,100.0,14
courtyard_backpack_00,198,mp,1.0,100.0,14
courtyard_backpack_00,199,mp,0.1,14.285714,14
courtyard_backpack_00,199,mp,0.2,28.571429,14
courtyard_backpack_00,199,mp,0.3,57.142857,14
courtyard_backpack_00,199,mp,0.4,57.142857,14
courtyard_backpack_00,199,mp,0.5,85.714286,14
courtyard_backpack_00,199,mp,0.6,92.857143,14
courtyard_backpack_00,199,mp,0.8,100.0,14
courtyard_backpack_00,199,mp,1.0,100.0,14
courtyard_backpack_00,200,mp,0.1,14.285714,14
courtyard_backpack_00,200,mp,0.2,28.571429,14
courtyard_backpack_00,200,mp,0.3,57.142857,14
courtyard_backpack_00,200,mp,0.4,57.142857,14
courtyard_backpack_00,200,mp,0.5,71.428571,14
courtyard_backpack_00,200,mp,0.6,78.571429,14
courtyard_backpack_00,200,mp,0.8,100.0,14
courtyard_backpack_00,200,mp,1.0,100.0,14
courtyard_backpack_00,201,mp,0.1,14.285714,14
courtyard_backpack_00,201,mp,0.2,28.571429,14
courtyard_backpack_00,201,mp,0.3,57.142857,14
courtyard_backpack_00,201,mp,0.4,64.285714,14
courtyard_backpack_00,201,mp,0.5,78.571429,14
courtyard_backpack_00,201,mp,0.6,85.714286,14
courtyard_backpack_00,201,mp,0.8,100.0,14
courtyard_backpack_00,201,mp,1.0,100.0,14
courtyard_backpack_00,202,mp,0.1,14.285714,14
courtyard_backpack_00,202,mp,0.2,28.571429,14
courtyard_backpack_00,202,mp,0.3,64.285714,14
courtyard_backpack_00,202,mp,0.4,71.428571,14
courtyard_backpack_00,202,mp,0.5,85.714286,14
courtyard_backpack_00,202,mp,0.6,85.714286,14
courtyard_backpack_00,202,mp,0.8,100.0,14
courtyard_backpack_00,202,mp,1.0,100.0,14
courtyard_backpack_00,203,mp,0.1,14.285714,14
courtyard_backpack_00,203,mp,0.2,28.571429,14
courtyard_backpack_00,203,mp,0.3,64.285714,14
courtyard_backpack_00,203,mp,0.4,71.428571,14
courtyard_backpack_00,203,mp,0.5,85.714286,14
courtyard_backpack_00,203,mp,0.6,85.714286,14
courtyard_backpack_00,203,mp,0.8,100.0,14
courtyard_backpack_00,203,mp,1.0,100.0,14
courtyard_backpack_00,204,mp,0.1,14.285714,14
courtyard_backpack_00,204,mp,0.2,28.571429,14
courtyard_backpack_00,204,mp,0.3,64.285714,14
courtyard_backpack_00,204,mp,0.4,64.285714,14
courtyard_backpack_00,204,mp,0.5,85.714286,14
courtyard_backpack_00,204,mp,0.6,85.714286,14
courtyard_backpack_00,204,mp,0.8,100.0,14
courtyard_backpack_00,204,mp,1.0,100.0,14
courtyard_backpack_00,205,mp,0.1,14.285714,14
courtyard_backpack_00,205,mp,0.2,28.571429,14
courtyard_backpack_00,205,mp,0.3,57.142857,14
courtyard_backpack_00,205,mp,0.4,71.428571,14
courtyard_backpack_00,205,mp,0.5,85.714286,14
courtyard_backpack_00,205,mp,0.6,85.714286,14
courtyard_backpack_00,205,mp,0.8,100.0,14
courtyard_backpack_00,205,mp,1.0,100.0,14
courtyard_backpack_00,206,mp,0.1,14.285714,14
courtyard_backpack_00,206,mp,0.2,28.571429,14
courtyard_backpack_00,206,mp,0.3,57.142857,14
courtyard_backpack_00,206,mp,0.4,71.428571,14
courtyard_backpack_00,206,mp,0.5,85.714286,14
courtyard_backpack_00,206,mp,0.6,85.714286,14
courtyard_backpack_00,206,mp,0.8,100.0,14
courtyard_backpack_00,206,mp,1.0,100.0,14
courtyard_backpack_00,207,mp,0.1,14.285714,14
courtyard_backpack_00,207,mp,0.2,28.571429,14
courtyard_backpack_00,207,mp,0.3,57.142857,14
courtyard_backpack_00,207,mp,0.4,57.142857,14
courtyard_backpack_00,207,mp,0.5,71.428571,14
courtyard_backpack_00,207,mp,0.6,78.571429,14
courtyard_backpack_00,207,mp,0.8,92.857143,14
courtyard_backpack_00,207,mp,1.0,100.0,14
courtyard_backpack_00,208,mp,0.1,14.285714,14
courtyard_backpack_00,208,mp,0.2,28.571429,14
courtyard_backpack_00,208,mp,0.3,50.0,14
courtyard_backpack_00,208,mp,0.4,57.142857,14
courtyard_backpack_00,208,mp,0.5,71.428571,14
courtyard_backpack_00,208,mp,0.6,78.571429,14
courtyard_backpack_00,208,mp,0.8,92.857143,14
courtyard_backpack_00,208,mp,1.0,100.0,14
courtyard_backpack_00,209,mp,0.1,14.285714,14
courtyard_backpack_00,209,mp,0.2,28.571429,14
courtyard_backpack_00,209,mp,0.3,50.0,14
courtyard_backpack_00,209,mp,0.4,57.142857,14
courtyard_backpack_00,209,mp,0.5,78.571429,14
courtyard_backpack_00,209,mp,0.6,78.571429,14
courtyard_backpack_00,209,mp,0.8,92.857143,14
courtyard_backpack_00,209,mp,1.0,100.0,14
courtyard_backpack_00,210,mp,0.1,14.285714,14
courtyard_backpack_00,210,mp,0.2,28.571429,14
courtyard_backpack_00,210,mp,0.3,57.142857,14
courtyard_backpack_00,210,mp,0.4,71.428571,14
courtyard_backpack_00,210,mp,0.5,85.714286,14
courtyard_backpack_00,210,mp,0.6,85.714286,14
courtyard_backpack_00,210,mp,0.8,92.857143,14
courtyard_backpack_00,210,mp,1.0,100.0,14
courtyard_backpack_00,211,mp,0.1,14.285714,14
courtyard_backpack_00,211,mp,0.2,28.571429,14
courtyard_backpack_00,211,mp,0.3,50.0,14
courtyard_backpack_00,211,mp,0.4,57.142857,14
courtyard_backpack_00,211,mp,0.5,85.714286,14
courtyard_backpack_00,211,mp,0.6,85.714286,14
courtyard_backpack_00,211,mp,0.8,92.857143,14
courtyard_backpack_00,211,mp,1.0,100.0,14
courtyard_backpack_00,212,mp,0.1,14.285714,14
courtyard_backpack_00,212,mp,0.2,28.571429,14
courtyard_backpack_00,212,mp,0.3,57.142857,14
courtyard_backpack_00,212,mp,0.4,64.285714,14
courtyard_backpack_00,212,mp,0.5,71.428571,14
courtyard_backpack_00,212,mp,0.6,78.571429,14
courtyard_backpack_00,212,mp,0.8,100.0,14
courtyard_backpack_00,212,mp,1.0,100.0,14
courtyard_backpack_00,213,mp,0.1,14.285714,14
courtyard_backpack_00,213,mp,0.2,28.571429,14
courtyard_backpack_00,213,mp,0.3,57.142857,14
courtyard_backpack_00,213,mp,0.4,57.142857,14
courtyard_backpack_00,213,mp,0.5,71.428571,14
courtyard_backpack_00,213,mp,0.6,78.571429,14
courtyard_backpack_00,213,mp,0.8,100.0,14
courtyard_backpack_00,213,mp,1.0,100.0,14
courtyard_backpack_00,214,mp,0.1,14.285714,14
courtyard_backpack_00,214,mp,0.2,28.571429,14
courtyard_backpack_00,214,mp,0.3,50.0,14
courtyard_backpack_00,214,mp,0.4,57.142857,14
courtyard_backpack_00,214,mp,0.5,78.571429,14
courtyard_backpack_00,214,mp,0.6,85.714286,14
courtyard_backpack_00,214,mp,0.8,100.0,14
courtyard_backpack_00,214,mp,1.0,100.0,14
courtyard_backpack_00,215,mp,0.1,14.285714,14
courtyard_backpack_00,215,mp,0.2,28.571429,14
courtyard_backpack_00,215,mp,0.3,50.0,14
courtyard_backpack_00,215,mp,0.4,57.142857,14
courtyard_backpack_00,215,mp,0.5,71.428571,14
courtyard_backpack_00,215,mp,0.6,85.714286,14
courtyard_backpack_00,215,mp,0.8,100.0,14
courtyard_backpack_00,215,mp,1.0,100.0,14
courtyard_backpack_00,216,mp,0.1,14.285714,14
courtyard_backpack_00,216,mp,0.2,28.571429,14
courtyard_backpack_00,216,mp,0.3,50.0,14
courtyard_backpack_00,216,mp,0.4,57.142857,14
courtyard_backpack_00,216,mp,0.5,71.428571,14
courtyard_backpack_00,216,mp,0.6,85.714286,14
courtyard_backpack_00,216,mp,0.8,100.0,14
courtyard_backpack_00,216,mp,1.0,100.0,14
courtyard_backpack_00,217,mp,0.1,14.285714,14
courtyard_backpack_00,217,mp,0.2,21.428571,14
courtyard_backpack_00,217,mp,0.3,50.0,14
courtyard_backpack_00,217,mp,0.4,57.142857,14
courtyard_backpack_00,217,mp,0.5,71.428571,14
courtyard_backpack_00,217,mp,0.6,85.714286,14
courtyard_backpack_00,217,mp,0.8,100.0,14
courtyard_backpack_00,217,mp,1.0,100.0,14
courtyard_backpack_00,218,mp,0.1,14.285714,14
courtyard_backpack_00,218,mp,0.2,28.571429,14
courtyard_backpack_00,218,mp,0.3,50.0,14
courtyard_backpack_00,218,mp,0.4,57.142857,14
courtyard_backpack_00,218,mp,0.5,78.571429,14
courtyard_backpack_00,218,mp,0.6,85.714286,14
courtyard_backpack_00,218,mp,0.8,100.0,14
courtyard_backpack_00,218,mp,1.0,100.0,14
courtyard_backpack_00,219,mp,0.1,14.285714,14
courtyard_backpack_00,219,mp,0.2,28.571429,14
courtyard_backpack_00,219,mp,0.3,57.142857,14
courtyard_backpack_00,219,mp,0.4,64.285714,14
courtyard_backpack_00,219,mp,0.5,85.714286,14
courtyard_backpack_00,219,mp,0.6,85.714286,14
courtyard_backpack_00,219,mp,0.8,100.0,14
courtyard_backpack_00,219,mp,1.0,100.0,14
courtyard_backpack_00,220,mp,0.1,14.285714,14
courtyard_backpack_00,220,mp,0.2,28.571429,14
courtyard_backpack_00,220,mp,0.3,57.142857,14
courtyard_backpack_00,220,mp,0.4,64.285714,14
courtyard_backpack_00,220,mp,0.5,85.714286,14
courtyard_backpack_00,220,mp,0.6,85.714286,14
courtyard_backpack_00,220,mp,0.8,100.0,14
courtyard_backpack_00,220,mp,1.0,100.0,14
courtyard_backpack_00,221,mp,0.1,14.285714,14
courtyard_backpack_00,221,mp,0.2,28.571429,14
courtyard_backpack_00,221,mp,0.3,64.285714,14
courtyard_backpack_00,221,mp,0.4,71.428571,14
courtyard_backpack_00,221,mp,0.5,85.714286,14
courtyard_backpack_00,221,mp,0.6,85.714286,14
courtyard_backpack_00,221,mp,0.8,100.0,14
courtyard_backpack_00,221,mp,1.0,100.0,14
courtyard_backpack_00,222,mp,0.1,14.285714,14
courtyard_backpack_00,222,mp,0.2,28.571429,14
courtyard_backpack_00,222,mp,0.3,57.142857,14
courtyard_backpack_00,222,mp,0.4,64.285714,14
courtyard_backpack_00,222,mp,0.5,85.714286,14
courtyard_backpack_00,222,mp,0.6,85.714286,14
courtyard_backpack_00,222,mp,0.8,100.0,14
courtyard_backpack_00,222,mp,1.0,100.0,14
courtyard_backpack_00,223,mp,0.1,14.285714,14
courtyard_backpack_00,223,mp,0.2,21.428571,14
courtyard_backpack_00,223,mp,0.3,50.0,14
courtyard_backpack_00,223,mp,0.4,64.285714,14
courtyard_backpack_00,223,mp,0.5,78.571429,14
courtyard_backpack_00,223,mp,0.6,85.714286,14
courtyard_backpack_00,223,mp,0.8,100.0,14
courtyard_backpack_00,223,mp,1.0,100.0,14
courtyard_backpack_00,224,mp,0.1,14.285714,14
courtyard_backpack_00,224,mp,0.2,28.571429,14
courtyard_backpack_00,224,mp,0.3,57.142857,14
courtyard_backpack_00,224,mp,0.4,57.142857,14
courtyard_backpack_00,224,mp,0.5,78.571429,14
courtyard_backpack_00,224,mp,0.6,85.714286,14
courtyard_backpack_00,224,mp,0.8,100.0,14
courtyard_backpack_00,224,mp,1.0,100.0,14
courtyard_backpack_00,225,mp,0.1,14.285714,14
courtyard_backpack_00,225,mp,0.2,28.571429,14
courtyard_backpack_00,225,mp,0.3,57.142857,14
courtyard_backpack_00,225,mp,0.4,64.285714,14
courtyard_backpack_00,225,mp,0.5,85.714286,14
courtyard_backpack_00,225,mp,0.6,85.714286,14
courtyard_backpack_00,225,mp,0.8,100.0,14
courtyard_backpack_00,225,mp,1.0,100.0,14
courtyard_backpack_00,226,mp,0.1,14.285714,14
courtyard_backpack_00,226,mp,0.2,28.571429,14
courtyard_backpack_00,226,mp,0.3,57.142857,14
courtyard_backpack_00,226,mp,0.4,71.428571,14
courtyard_backpack_00,226,mp,0.5,78.571429,14
courtyard_backpack_00,226,mp,0.6,85.714286,14
courtyard_backpack_00,226,mp,0.8,100.0,14
courtyard_backpack_00,226,mp,1.0,100.0,14
courtyard_backpack_00,227,mp,0.1,14.285714,14
courtyard_backpack_00,227,mp,0.2,28.571429,14
courtyard_backpack_00,227,mp,0.3,50.0,14
courtyard_backpack_00,227,mp,0.4,57.142857,14
courtyard_backpack_00,227,mp,0.5,85.714286,14
courtyard_backpack_00,227,mp,0.6,85.714286,14
courtyard_backpack_00,227,mp,0.8,100.0,14
courtyard_backpack_00,227,mp,1.0,100.0,14
courtyard_backpack_00,228,mp,0.1,14.285714,14
courtyard_backpack_00,228,mp,0.2,21.428571,14
courtyard_backpack_00,228,mp,0.3,57.142857,14
courtyard_backpack_00,228,mp,0.4,57.142857,14
courtyard_backpack_00,228,mp,0.5,85.714286,14
courtyard_backpack_00,228,mp,0.6,92.857143,14
courtyard_backpack_00,228,mp,0.8,100.0,14
courtyard_backpack_00,228,mp,1.0,100.0,14
courtyard_backpack_00,229,mp,0.1,14.285714,14
courtyard_backpack_00,229,mp,0.2,21.428571,14
courtyard_backpack_00,229,mp,0.3,57.142857,14
courtyard_backpack_00,229,mp,0.4,64.285714,14
courtyard_backpack_00,229,mp,0.5,85.714286,14
courtyard_backpack_00,229,mp,0.6,92.857143,14
courtyard_backpack_00,229,mp,0.8,100.0,14
courtyard_backpack_00,229,mp,1.0,100.0,14
courtyard_backpack_00,230,mp,0.1,14.285714,14
courtyard_backpack_00,230,mp,0.2,14.285714,14
courtyard_backpack_00,230,mp,0.3,50.0,14
courtyard_backpack_00,230,mp,0.4,64.285714,14
courtyard_backpack_00,230,mp,0.5,85.714286,14
courtyard_backpack_00,230,mp,0.6,92.857143,14
courtyard_backpack_00,230,mp,0.8,100.0,14
courtyard_backpack_00,230,mp,1.0,100.0,14
courtyard_backpack_00,231,mp,0.1,14.285714,14
courtyard_backpack_00,231,mp,0.2,14.285714,14
courtyard_backpack_00,231,mp,0.3,42.857143,14
courtyard_backpack_00,231,mp,0.4,71.428571,14
courtyard_backpack_00,231,mp,0.5,85.714286,14
courtyard_backpack_00,231,mp,0.6,92.857143,14
courtyard_backpack_00,231,mp,0.8,100.0,14
courtyard_backpack_00,231,mp,1.0,100.0,14
courtyard_backpack_00,232,mp,0.1,14.285714,14
courtyard_backpack_00,232,mp,0.2,14.285714,14
courtyard_backpack_00,232,mp,0.3,42.857143,14
courtyard_backpack_00,232,mp,0.4,64.285714,14
courtyard_backpack_00,232,mp,0.5,78.571429,14
courtyard_backpack_00,232,mp,0.6,92.857143,14
courtyard_backpack_00,232,mp,0.8,100.0,14
courtyard_backpack_00,232,mp,1.0,100.0,14
courtyard_backpack_00,233,mp,0.1,14.285714,14
courtyard_backpack_00,233,mp,0.2,14.285714,14
courtyard_backpack_00,233,mp,0.3,42.857143,14
courtyard_backpack_00,233,mp,0.4,64.285714,14
courtyard_backpack_00,233,mp,0.5,85.714286,14
courtyard_backpack_00,233,mp,0.6,92.857143,14
courtyard_backpack_00,233,mp,0.8,100.0,14
courtyard_backpack_00,233,mp,1.0,100.0,14
courtyard_backpack_00,234,mp,0.1,14.285714,14
courtyard_backpack_00,234,mp,0.2,14.285714,14
courtyard_backpack_00,234,mp,0.3,35.714286,14
courtyard_backpack_00,234,mp,0.4,64.285714,14
courtyard_backpack_00,234,mp,0.5,71.428571,14
courtyard_backpack_00,234,mp,0.6,92.857143,14
courtyard_backpack_00,234,mp,0.8,100.0,14
courtyard_backpack_00,234,mp,1.0,100.0,14
courtyard_backpack_00,235,mp,0.1,14.285714,14
courtyard_backpack_00,235,mp,0.2,14.285714,14
courtyard_backpack_00,235,mp,0.3,35.714286,14
courtyard_backpack_00,235,mp,0.4,64.285714,14
courtyard_backpack_00,235,mp,0.5,71.428571,14
courtyard_backpack_00,235,mp,0.6,92.857143,14
courtyard_backpack_00,235,mp,0.8,100.0,14
courtyard_backpack_00,235,mp,1.0,100.0,14
courtyard_backpack_00,236,mp,0.1,14.285714,14
courtyard_backpack_00,236,mp,0.2,14.285714,14
courtyard_backpack_00,236,mp,0.3,35.714286,14
courtyard_backpack_00,236,mp,0.4,64.285714,14
courtyard_backpack_00,236,mp,0.5,71.428571,14
courtyard_backpack_00,236,mp,0.6,92.857143,14
courtyard_backpack_00,236,mp,0.8,100.0,14
courtyard_backpack_00,236,mp,1.0,100.0,14
courtyard_backpack_00,237,mp,0.1,14.285714,14
courtyard_backpack_00,237,mp,0.2,14.285714,14
courtyard_backpack_00,237,mp,0.3,35.714286,14
courtyard_backpack_00,237,mp,0.4,64.285714,14
courtyard_backpack_00,237,mp,0.5,71.428571,14
courtyard_backpack_00,237,mp,0.6,92.857143,14
courtyard_backpack_00,237,mp,0.8,100.0,14
courtyard_backpack_00,237,mp,1.0,100.0,14
courtyard_backpack_00,238,mp,0.1,14.285714,14
courtyard_backpack_00,238,mp,0.2,14.285714,14
courtyard_backpack_00,238,mp,0.3,28.571429,14
courtyard_backpack_00,238,mp,0.4,64.285714,14
courtyard_backpack_00,238,mp,0.5,64.285714,14
courtyard_backpack_00,238,mp,0.6,92.857143,14
courtyard_backpack_00,238,mp,0.8,100.0,14
courtyard_backpack_00,238,mp,1.0,100.0,14
courtyard_backpack_00,239,mp,0.1,14.285714,14
courtyard_backpack_00,239,mp,0.2,14.285714,14
courtyard_backpack_00,239,mp,0.3,35.714286,14
courtyard_backpack_00,239,mp,0.4,57.142857,14
courtyard_backpack_00,239,mp,0.5,64.285714,14
courtyard_backpack_00,239,mp,0.6,85.714286,14
courtyard_backpack_00,239,mp,0.8,100.0,14
courtyard_backpack_00,239,mp,1.0,100.0,14
courtyard_backpack_00,240,mp,0.1,14.285714,14
courtyard_backpack_00,240,mp,0.2,14.285714,14
courtyard_backpack_00,240,mp,0.3,42.857143,14
courtyard_backpack_00,240,mp,0.4,57.142857,14
courtyard_backpack_00,240,mp,0.5,64.285714,14
courtyard_backpack_00,240,mp,0.6,78.571429,14
courtyard_backpack_00,240,mp,0.8,92.857143,14
courtyard_backpack_00,240,mp,1.0,100.0,14
courtyard_backpack_00,241,mp,0.1,14.285714,14
courtyard_backpack_00,241,mp,0.2,14.285714,14
courtyard_backpack_00,241,mp,0.3,42.857143,14
courtyard_backpack_00,241,mp,0.4,57.142857,14
courtyard_backpack_00,241,mp,0.5,64.285714,14
courtyard_backpack_00,241,mp,0.6,78.571429,14
courtyard_backpack_00,241,mp,0.8,92.857143,14
courtyard_backpack_00,241,mp,1.0,100.0,14
courtyard_backpack_00,242,mp,0.1,14.285714,14
courtyard_backpack_00,242,mp,0.2,14.285714,14
courtyard_backpack_00,242,mp,0.3,42.857143,14
courtyard_backpack_00,242,mp,0.4,57.142857,14
courtyard_backpack_00,242,mp,0.5,64.285714,14
courtyard_backpack_00,242,mp,0.6,78.571429,14
courtyard_backpack_00,242,mp,0.8,92.857143,14
courtyard_backpack_00,242,mp,1.0,100.0,14
courtyard_backpack_00,243,mp,0.1,7.142857,14
courtyard_backpack_00,243,mp,0.2,14.285714,14
courtyard_backpack_00,243,mp,0.3,42.857143,14
courtyard_backpack_00,243,mp,0.4,57.142857,14
courtyard_backpack_00,243,mp,0.5,64.285714,14
courtyard_backpack_00,243,mp,0.6,78.571429,14
courtyard_backpack_00,243,mp,0.8,92.857143,14
courtyard_backpack_00,243,mp,1.0,100.0,14
courtyard_backpack_00,244,mp,0.1,7.142857,14
courtyard_backpack_00,244,mp,0.2,14.285714,14
courtyard_backpack_00,244,mp,0.3,42.857143,14
courtyard_backpack_00,244,mp,0.4,57.142857,14
courtyard_backpack_00,244,mp,0.5,64.285714,14
courtyard_backpack_00,244,mp,0.6,78.571429,14
courtyard_backpack_00,244,mp,0.8,92.857143,14
courtyard_backpack_00,244,mp,1.0,100.0,14
courtyard_backpack_00,245,mp,0.1,7.142857,14
courtyard_backpack_00,245,mp,0.2,14.285714,14
courtyard_backpack_00,245,mp,0.3,42.857143,14
courtyard_backpack_00,245,mp,0.4,57.142857,14
courtyard_backpack_00,245,mp,0.5,71.428571,14
courtyard_backpack_00,245,mp,0.6,78.571429,14
courtyard_backpack_00,245,mp,0.8,92.857143,14
courtyard_backpack_00,245,mp,1.0,100.0,14
courtyard_backpack_00,246,mp,0.1,7.142857,14
courtyard_backpack_00,246,mp,0.2,14.285714,14
courtyard_backpack_00,246,mp,0.3,42.857143,14
courtyard_backpack_00,246,mp,0.4,57.142857,14
courtyard_backpack_00,246,mp,0.5,71.428571,14
courtyard_backpack_00,246,mp,0.6,78.571429,14
courtyard_backpack_00,246,mp,0.8,92.857143,14
courtyard_backpack_00,246,mp,1.0,100.0,14
courtyard_backpack_00,247,mp,0.1,7.142857,14
courtyard_backpack_00,247,mp,0.2,14.285714,14
courtyard_backpack_00,247,mp,0.3,42.857143,14
courtyard_backpack_00,247,mp,0.4,57.142857,14
courtyard_backpack_00,247,mp,0.5,71.428571,14
courtyard_backpack_00,247,mp,0.6,78.571429,14
courtyard_backpack_00,247,mp,0.8,85.714286,14
courtyard_backpack_00,247,mp,1.0,100.0,14
courtyard_backpack_00,248,mp,0.1,7.142857,14
courtyard_backpack_00,248,mp,0.2,14.285714,14
courtyard_backpack_00,248,mp,0.3,42.857143,14
courtyard_backpack_00,248,mp,0.4,57.142857,14
courtyard_backpack_00,248,mp,0.5,71.428571,14
courtyard_backpack_00,248,mp,0.6,78.571429,14
courtyard_backpack_00,248,mp,0.8,85.714286,14
courtyard_backpack_00,248,mp,1.0,100.0,14
courtyard_backpack_00,249,mp,0.1,7.142857,14
courtyard_backpack_00,249,mp,0.2,14.285714,14
courtyard_backpack_00,249,mp,0.3,42.857143,14
courtyard_backpack_00,249,mp,0.4,57.142857,14
courtyard_backpack_00,249,mp,0.5,71.428571,14
courtyard_backpack_00,249,mp,0.6,78.571429,14
courtyard_backpack_00,249,mp,0.8,85.714286,14
courtyard_backpack_00,249,mp,1.0,100.0,14
courtyard_backpack_00,250,mp,0.1,7.142857,14
courtyard_backpack_00,250,mp,0.2,14.285714,14
courtyard_backpack_00,250,mp,0.3,42.857143,14
courtyard_backpack_00,250,mp,0.4,57.142857,14
courtyard_backpack_00,250,mp,0.5,71.428571,14
courtyard_backpack_00,250,mp,0.6,85.714286,14
courtyard_backpack_00,250,mp,0.8,92.857143,14
courtyard_backpack_00,250,mp,1.0,100.0,14
courtyard_backpack_00,251,mp,0.1,7.142857,14
courtyard_backpack_00,251,mp,0.2,14.285714,14
courtyard_backpack_00,251,mp,0.3,50.0,14
courtyard_backpack_00,251,mp,0.4,57.142857,14
courtyard_backpack_00,251,mp,0.5,71.428571,14
courtyard_backpack_00,251,mp,0.6,85.714286,14
courtyard_backpack_00,251,mp,0.8,92.857143,14
courtyard_backpack_00,251,mp,1.0,100.0,14
courtyard_backpack_00,252,mp,0.1,7.142857,14
courtyard_backpack_00,252,mp,0.2,14.285714,14
courtyard_backpack_00,252,mp,0.3,50.0,14
courtyard_backpack_00,252,mp,0.4,57.142857,14
courtyard_backpack_00,252,mp,0.5,71.428571,14
courtyard_backpack_00,252,mp,0.6,85.714286,14
courtyard_backpack_00,252,mp,0.8,100.0,14
courtyard_backpack_00,252,mp,1.0,100.0,14
courtyard_backpack_00,253,mp,0.1,14.285714,14
courtyard_backpack_00,253,mp,0.2,14.285714,14
courtyard_backpack_00,253,mp,0.3,50.0,14
courtyard_backpack_00,253,mp,0.4,64.285714,14
courtyard_backpack_00,253,mp,0.5,71.428571,14
courtyard_backpack_00,253,mp,0.6,85.714286,14
courtyard_backpack_00,253,mp,0.8,100.0,14
courtyard_backpack_00,253,mp,1.0,100.0,14
courtyard_backpack_00,254,mp,0.1,7.142857,14
courtyard_backpack_00,254,mp,0.2,14.285714,14
courtyard_backpack_00,254,mp,0.3,50.0,14
courtyard_backpack_00,254,mp,0.4,64.285714,14
courtyard_backpack_00,254,mp,0.5,78.571429,14
courtyard_backpack_00,254,mp,0.6,85.714286,14
courtyard_backpack_00,254,mp,0.8,100.0,14
courtyard_backpack_00,254,mp,1.0,100.0,14
courtyard_backpack_00,255,mp,0.1,7.142857,14
courtyard_backpack_00,255,mp,0.2,14.285714,14
courtyard_backpack_00,255,mp,0.3,50.0,14
courtyard_backpack_00,255,mp,0.4,64.285714,14
courtyard_backpack_00,255,mp,0.5,78.571429,14
courtyard_backpack_00,255,mp,0.6,85.714286,14
courtyard_backpack_00,255,mp,0.8,100.0,14
courtyard_backpack_00,255,mp,1.0,100.0,14
courtyard_backpack_00,256,mp,0.1,7.142857,14
courtyard_backpack_00,256,mp,0.2,14.285714,14
courtyard_backpack_00,256,mp,0.3,50.0,14
courtyard_backpack_00,256,mp,0.4,71.428571,14
courtyard_backpack_00,256,mp,0.5,78.571429,14
courtyard_backpack_00,256,mp,0.6,85.714286,14
courtyard_backpack_00,256,mp,0.8,100.0,14
courtyard_backpack_00,256,mp,1.0,100.0,14
courtyard_backpack_00,257,mp,0.1,7.142857,14
courtyard_backpack_00,257,mp,0.2,14.285714,14
courtyard_backpack_00,257,mp,0.3,50.0,14
courtyard_backpack_00,257,mp,0.4,71.428571,14
courtyard_backpack_00,257,mp,0.5,78.571429,14
courtyard_backpack_00,257,mp,0.6,85.714286,14
courtyard_backpack_00,257,mp,0.8,100.0,14
courtyard_backpack_00,257,mp,1.0,100.0,14
courtyard_backpack_00,258,mp,0.1,7.142857,14
courtyard_backpack_00,258,mp,0.2,14.285714,14
courtyard_backpack_00,258,mp,0.3,50.0,14
courtyard_backpack_00,258,mp,0.4,64.285714,14
courtyard_backpack_00,258,mp,0.5,78.571429,14
courtyard_backpack_00,258,mp,0.6,85.714286,14
courtyard_backpack_00,258,mp,0.8,100.0,14
courtyard_backpack_00,258,mp,1.0,100.0,14
courtyard_backpack_00,259,mp,0.1,7.142857,14
courtyard_backpack_00,259,mp,0.2,14.285714,14
courtyard_backpack_00,259,mp,0.3,50.0,14
courtyard_backpack_00,259,mp,0.4,71.428571,14
courtyard_backpack_00,259,mp,0.5,78.571429,14
courtyard_backpack_00,259,mp,0.6,85.714286,14
courtyard_backpack_00,259,mp,0.8,100.0,14
courtyard_backpack_00,259,mp,1.0,100.0,14
courtyard_backpack_00,260,mp,0.1,7.142857,14
courtyard_backpack_00,260,mp,0.2,14.285714,14
courtyard_backpack_00,260,mp,0.3,50.0,14
courtyard_backpack_00,260,mp,0.4,64.285714,14
courtyard_backpack_00,260,mp,0.5,85.714286,14
courtyard_backpack_00,260,mp,0.6,85.714286,14
courtyard_backpack_00,260,mp,0.8,100.0,14
courtyard_backpack_00,260,mp,1.0,100.0,14
courtyard_backpack_00,261,mp,0.1,7.142857,14
courtyard_backpack_00,261,mp,0.2,14.285714,14
courtyard_backpack_00,261,mp,0.3,50.0,14
courtyard_backpack_00,261,mp,0.4,64.285714,14
courtyard_backpack_00,261,mp,0.5,85.714286,14
courtyard_backpack_00,261,mp,0.6,85.714286,14
courtyard_backpack_00,261,mp,0.8,100.0,14
courtyard_backpack_00,261,mp,1.0,100.0,14
courtyard_backpack_00,262,mp,0.1,7.142857,14
courtyard_backpack_00,262,mp,0.2,14.285714,14
courtyard_backpack_00,262,mp,0.3,50.0,14
courtyard_backpack_00,262,mp,0.4,64.285714,14
